index,PN_URL,edprinc,TM_ID,PN_title,provenance,daterange,language,translation,image,multiple_TMs,trema_status,,batch_order
761,http://www.papyri.info/ddbdp/p.genova;4;170,p.genova 4 170,36287,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
553,http://www.papyri.info/ddbdp/p.harr;1;103,p.harr 1 103,28709,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
552,http://www.papyri.info/ddbdp/p.harr;1;80,p.harr 1 80,21068,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,has marked tremas,,6
554,http://www.papyri.info/ddbdp/p.harr;2;230,p.harr 2 230,15224,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,8
555,http://www.papyri.info/ddbdp/p.harr;2;231,p.harr 2 231,15225,Letter of Fishermen to a Strategus;,Oxyrhynchos;,128 CE - 131 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,9
15,http://www.papyri.info/ddbdp/p.heid;7;401,p.heid 7 401,21664,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,14
712,http://www.papyri.info/ddbdp/p.horak;;19,p.horak 19,78374,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,no,no editorial tremas,,1
684,http://www.papyri.info/ddbdp/p.iand;6;106,p.iand 6 106,27155,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,no,has marked tremas,,1
557,http://www.papyri.info/ddbdp/p.iand;6;119,p.iand 6 119,17339,Official correspondence;,Oxyrhynchos;,297 CE - 298 CE;," grc, grc;",None;,None;,no,has marked tremas,,11
556,http://www.papyri.info/ddbdp/p.iand;6;93,p.iand 6 93,27152,Plainte au sujet d’une ruade;,Oxyrhynchos;,59 CE;," grc, grc;",None;,None;,no,no editorial tremas,,10
16,http://www.papyri.info/ddbdp/p.iand;7;139,p.iand 7 139,17344,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,15
743,http://www.papyri.info/ddbdp/p.ifao;3;18,p.ifao 3 18,21182,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
776,http://papyri.info/ddbdp/p.koeln;2;105,p.koeln 2 105,21210,Letter: payment order,Oxyrhynchos,208 CE - 209 CE,"grc, grc;",None;,None;,21211,has marked tremas,,5
708,http://www.papyri.info/ddbdp/p.koeln;2;105,p.koeln 2 105,21211,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",head,has marked tremas,,0
17,http://www.papyri.info/ddbdp/p.koeln;2;113,p.koeln 2 113,31495,Anweisung an die Totengräber;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,16
558,http://www.papyri.info/ddbdp/p.koeln;2;94,p.koeln 2 94,21200,Miscellaneous papyri;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,12
559,http://www.papyri.info/ddbdp/p.koeln;3;137,p.koeln 3 137,21213,Inizio di documento ufficiale;,Oxyrhynchos;,72 CE - 73 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,13
18,http://www.papyri.info/ddbdp/p.koeln;3;142,p.koeln 3 142,21217,Gestellungsbürgschaft;,Oxyrhynchos;,173 CE - 174 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,17
560,http://www.papyri.info/ddbdp/p.koeln;3;143,p.koeln 3 143,21218,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,14
685,http://www.papyri.info/ddbdp/p.koeln;4;199,p.koeln 4 199,15468,Auskunftserteilung durch die βιβλιοφύλακες ἐγκτήσεων über das Vermögen eines Inquisiten;,Oxyrhynchos;,309 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,2
19,http://www.papyri.info/ddbdp/p.laur;3;63,p.laur 3 63,21244,Copia (?) di un rapporto di episkepsis;,Oxyrhynchos;,159 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,18
561,http://www.papyri.info/ddbdp/p.laur;4;153,p.laur 4 153,21255,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,15
20,http://www.papyri.info/ddbdp/p.laur;4;155,p.laur 4 155,21257,Richiesta di pagamento da parte della corporazione τῶν χαλκέων;,Oxyrhynchos;,283 CE - 292 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,19
562,http://www.papyri.info/ddbdp/p.lips;2;140,p.lips 2 140,78445,Anweisung an die Totengräber;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,16
563,http://www.papyri.info/ddbdp/p.lips;2;141,p.lips 2 141,78446,Gestellungsbürgschaft;,Oxyrhynchos;,173 CE - 174 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,17
713,http://www.papyri.info/ddbdp/p.louvre;2;99,p.louvre 2 99,88765,Auskunftserteilung durch die βιβλιοφύλακες ἐγκτήσεων über das Vermögen eines Inquisiten;,Oxyrhynchos;,309 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,2
714,http://www.papyri.info/ddbdp/p.mert;1;23,p.mert 1 23,28779,Notice of the Deaths of Slaves;,Oxyrhynchos;,78 CE - 79 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,3
21,http://www.papyri.info/ddbdp/p.mert;2;90,p.mert 2 90,21322,Letter of the Senate to the Strategus;,Oxyrhynchos;,310 CE - 311 CE;," grc, grc;",None;,Print;,no,has marked tremas,,20
686,http://www.papyri.info/ddbdp/p.meyer;;19,p.meyer 19,28258,Notice of the Deaths of Slaves;,Oxyrhynchos;,78 CE - 79 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,3
24,http://www.papyri.info/ddbdp/p.mich;11;623,p.mich 11 623,21369,Official Letter;,Oxyrhynchos;,188 CE - 190 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,23
25,http://www.papyri.info/ddbdp/p.mich;18;787,p.mich 18 787,22194,Entwurf zu einer Eingabe (Neuedition von P.Mich. XI 616);,Oxyrhynchos;,181 CE - 183 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,24
22,http://www.papyri.info/ddbdp/p.mich;3;171,p.mich 3 171,21334,Registration of an Apprentice;,Oxyrhynchos;,58 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,21
23,http://www.papyri.info/ddbdp/p.mich;3;172,p.mich 3 172,21335,Registration of an Apprentice;,Oxyrhynchos;,62 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,22
26,http://www.papyri.info/ddbdp/p.michael;;31,p.michael 31,21411,Fragment of official letter or petition;,Oxyrhynchos;,341 CE;," grc, grc;",None;,None;,no,has marked tremas,,25
27,http://www.papyri.info/ddbdp/p.mil.vogl;1;11,p.mil.vogl 1 11,78532,Lettera di Theone ad Heraclide;,Oxyrhynchos;,101 CE - 150 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,26
687,http://www.papyri.info/ddbdp/p.nyu;2;20,p.nyu 2 20,121969,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,4
564,http://www.papyri.info/ddbdp/p.oslo;2;49,p.oslo 2 49,28898,Copia (?) di un rapporto di episkepsis;,Oxyrhynchos;,159 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,18
28,http://www.papyri.info/ddbdp/p.oslo;2;52,p.oslo 2 52,28900,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,27
29,http://www.papyri.info/ddbdp/p.oslo;2;55,p.oslo 2 55,28903,Letter of Recommendation;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,28
565,http://www.papyri.info/ddbdp/p.oslo;3;145,p.oslo 3 145,21559,Richiesta di pagamento da parte della corporazione τῶν χαλκέων;,Oxyrhynchos;,283 CE - 292 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,19
32,http://www.papyri.info/ddbdp/p.oslo;3;146,p.oslo 3 146,21562,Orders for Delivery of Wine;,Oxyrhynchos;,296 CE - 330 CE;," grc, grc;",None;,None;,no,no editorial tremas,,31
33,http://www.papyri.info/ddbdp/p.oslo;3;158,p.oslo 3 158,31639,Letter to an ἀρχιπροφήτης;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,32
566,http://www.papyri.info/ddbdp/p.oslo;3;186,p.oslo 3 186,31646,Letter of the Senate to the Strategus;,Oxyrhynchos;,310 CE - 311 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,20
30,http://www.papyri.info/ddbdp/p.oslo;3;84,p.oslo 3 84,21531,Letter of the Strategus of Alexandria concerning Two Stolen Camels;,Oxyrhynchos;,138 CE - 161 CE;," grc, grc;",None;,None;,no,has marked tremas,,29
688,http://www.papyri.info/ddbdp/p.oslo;3;86,p.oslo 3 86,21533,Official Confirmation of the Return of a Will;,Oxyrhynchos;,116 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,5
31,http://www.papyri.info/ddbdp/p.oslo;3;95,p.oslo 3 95,21537,Report of Public Physician;,Oxyrhynchos;,96 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,30
55,http://www.papyri.info/ddbdp/p.oxy;1;107,p.oxy 1 107,20766,Revocation of a Will;,Oxyrhynchos;,123 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,54
56,http://www.papyri.info/ddbdp/p.oxy;1;113,p.oxy 1 113,28405,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,55
57,http://www.papyri.info/ddbdp/p.oxy;1;114,p.oxy 1 114,28406,Letter Concerning Property in Pawn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,has marked tremas,,56
58,http://www.papyri.info/ddbdp/p.oxy;1;115,p.oxy 1 115,28407,Letter of Consolation;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,57
59,http://www.papyri.info/ddbdp/p.oxy;1;116,p.oxy 1 116,28408,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,58
60,http://www.papyri.info/ddbdp/p.oxy;1;117,p.oxy 1 117,28409,Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,59
61,http://www.papyri.info/ddbdp/p.oxy;1;118,p.oxy 1 118,31345,Letter;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,60
62,http://www.papyri.info/ddbdp/p.oxy;1;119,p.oxy 1 119,28410,A Boy’s Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,61
63,http://www.papyri.info/ddbdp/p.oxy;1;120,p.oxy 1 120,31346,Two Letters;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,62
64,http://www.papyri.info/ddbdp/p.oxy;1;121,p.oxy 1 121,31347,Letter;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,63
34,http://www.papyri.info/ddbdp/p.oxy;1;44,p.oxy 1 44,20706,Sale of Taxes;,Oxyrhynchos;,66 CE - 70 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,33
35,http://www.papyri.info/ddbdp/p.oxy;1;45,p.oxy 1 45,20707,Land Distribution;,Oxyrhynchos;,95 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,34
36,http://www.papyri.info/ddbdp/p.oxy;1;46,p.oxy 1 46,20708,Land Distribution;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,35
37,http://www.papyri.info/ddbdp/p.oxy;1;47,p.oxy 1 47,20709,Land Distribution;,Oxyrhynchos;,83 CE - 88 CE;," grc, grc;",None;,None;,no,no editorial tremas,,36
38,http://www.papyri.info/ddbdp/p.oxy;1;48,p.oxy 1 48,20710,Emancipation of a Slave;,Oxyrhynchos;,86 CE;," grc, grc;",None;,None;,no,no editorial tremas,,37
39,http://www.papyri.info/ddbdp/p.oxy;1;49,p.oxy 1 49,20711,Emancipation of a Slave;,Oxyrhynchos;,100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,38
40,http://www.papyri.info/ddbdp/p.oxy;1;51,p.oxy 1 51,20713,Report of a Public Physician;,Oxyrhynchos;,173 CE;," grc, grc;",None;,Print;,no,has marked tremas,,39
41,http://www.papyri.info/ddbdp/p.oxy;1;54,p.oxy 1 54,20716,Repair of Public Buildings;,Oxyrhynchos;,201 CE;," grc, grc;",None;,None;,no,no editorial tremas,,40
42,http://www.papyri.info/ddbdp/p.oxy;1;55tripl,p.oxy 1 55tripl,20717,Embellishment of a New Street;,Oxyrhynchos;,283 CE;," grc, grc;",None;,None;,no,has marked tremas,,41
43,http://www.papyri.info/ddbdp/p.oxy;1;56,p.oxy 1 56,20718,Appointment of a Guardian;,Oxyrhynchos;,203 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,42
44,http://www.papyri.info/ddbdp/p.oxy;1;57,p.oxy 1 57,20719,Peculation by a Treasury Official;,Oxyrhynchos;,195 CE - 196 CE;," grc, grc;",None;,None;,no,no editorial tremas,,43
45,http://www.papyri.info/ddbdp/p.oxy;1;58,p.oxy 1 58,20720,Appointment of Treasury Officials;,Oxyrhynchos;,288 CE;," grc, grc;",None;,None;,no,has marked tremas,,44
46,http://www.papyri.info/ddbdp/p.oxy;1;59,p.oxy 1 59,20721,Appointment of a Delegate;,Oxyrhynchos;,292 CE;," grc, grc;",None;,None;,no,has marked tremas,,45
47,http://www.papyri.info/ddbdp/p.oxy;1;60,p.oxy 1 60,20722,Commissariat;,Oxyrhynchos;,323 CE;," grc, grc;",None;,None;,no,no editorial tremas,,46
48,http://www.papyri.info/ddbdp/p.oxy;1;61,p.oxy 1 61,20723,Payment of a Fine;,Oxyrhynchos;,221 CE;," grc, grc;",None;,None;,no,no editorial tremas,,47
49,http://www.papyri.info/ddbdp/p.oxy;1;62r,p.oxy 1 62r,20725,Letter of a Centurion;,Oxyrhynchos;,222 CE;," grc, grc;",None;,None;,no,no editorial tremas,,48
50,http://www.papyri.info/ddbdp/p.oxy;1;62v,p.oxy 1 62v,20724,Letter of a Centurion;,Oxyrhynchos;,242 CE - 246 CE;," grc, grc;",None;,None;,no,no editorial tremas,,49
51,http://www.papyri.info/ddbdp/p.oxy;1;63,p.oxy 1 63,28402,Lading and Inspection of Corn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,50
52,http://www.papyri.info/ddbdp/p.oxy;1;67dupl,p.oxy 1 67dupl,20727,Dispute Concerning Property;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,51
741,http://www.papyri.info/ddbdp/p.oxy;1;76,p.oxy 1 76,20735,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
784,http://www.papyri.info/ddbdp/p.oxy;1;78,p.oxy 1 78,20737,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,20738,has marked tremas,,13
744,http://www.papyri.info/ddbdp/p.oxy;1;78,p.oxy 1 78,20738,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,head,has marked tremas,,1
764,http://www.papyri.info/ddbdp/p.oxy;1;80,p.oxy 1 80,20740,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
53,http://www.papyri.info/ddbdp/p.oxy;1;86,p.oxy 1 86,20744,Complaint of a Pilot;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,52
54,http://www.papyri.info/ddbdp/p.oxy;1;88,p.oxy 1 88,20747,Order for Payment of Wheat;,Oxyrhynchos;,179 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,53
783,http://www.papyri.info/ddbdp/p.oxy;10;1252,p.oxy 10 1252,21799,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,21800,has marked tremas,,12
747,http://www.papyri.info/ddbdp/p.oxy;10;1252,p.oxy 10 1252,21800,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,head,has marked tremas,,4
145,http://www.papyri.info/ddbdp/p.oxy;10;1254,p.oxy 10 1254,21792,Repair of Public Buildings;,Oxyrhynchos;,201 CE;," grc, grc;",None;,None;,no,no editorial tremas,,40
146,http://www.papyri.info/ddbdp/p.oxy;10;1293,p.oxy 10 1293,21769,Embellishment of a New Street;,Oxyrhynchos;,283 CE;," grc, grc;",None;,None;,no,no editorial tremas,,41
147,http://www.papyri.info/ddbdp/p.oxy;10;1294,p.oxy 10 1294,28986,Appointment of a Guardian;,Oxyrhynchos;,203 CE;," grc, grc;",None;,Print;,no,has marked tremas,,42
148,http://www.papyri.info/ddbdp/p.oxy;10;1295,p.oxy 10 1295,28987,Peculation by a Treasury Official;,Oxyrhynchos;,195 CE - 196 CE;," grc, grc;",None;,None;,no,has marked tremas,,43
149,http://www.papyri.info/ddbdp/p.oxy;10;1296,p.oxy 10 1296,31731,Appointment of Treasury Officials;,Oxyrhynchos;,288 CE;," grc, grc;",None;,None;,no,has marked tremas,,44
150,http://www.papyri.info/ddbdp/p.oxy;10;1298,p.oxy 10 1298,21805,Appointment of a Delegate;,Oxyrhynchos;,292 CE;," grc, grc;",None;,None;,no,has marked tremas,,45
151,http://www.papyri.info/ddbdp/p.oxy;10;1345,p.oxy 10 1345,28990,Commissariat;,Oxyrhynchos;,323 CE;," grc, grc;",None;,None;,no,no editorial tremas,,46
152,http://www.papyri.info/ddbdp/p.oxy;10;1346,p.oxy 10 1346,28985,Payment of a Fine;,Oxyrhynchos;,221 CE;," grc, grc;",None;,None;,no,no editorial tremas,,47
153,http://www.papyri.info/ddbdp/p.oxy;10;1347,p.oxy 10 1347,31736,Letter of a Centurion;,Oxyrhynchos;,222 CE;," grc, grc;",None;,None;,no,no editorial tremas,,48
154,http://www.papyri.info/ddbdp/p.oxy;10;1348,p.oxy 10 1348,31737,Letter of a Centurion;,Oxyrhynchos;,242 CE - 246 CE;," grc, grc;",None;,None;,no,no editorial tremas,,49
775,http://papyri.info/ddbdp/p.oxy;12;1408,p.oxy 12 1408,21817,Administration: report,Oxyrhynchos,? CE - 125 CE,"grc, grc;",None;,None;,21818,no editorial tremas,,4
732,http://www.papyri.info/ddbdp/p.oxy;12;1408,p.oxy 12 1408,21818,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",head,no editorial tremas,,0
575,http://www.papyri.info/ddbdp/p.oxy;12;1409,p.oxy 12 1409,21819,Letter of the Strategus of Alexandria concerning Two Stolen Camels;,Oxyrhynchos;,138 CE - 161 CE;," grc, grc;",None;,None;,no,has marked tremas,,29
155,http://www.papyri.info/ddbdp/p.oxy;12;1419,p.oxy 12 1419,21827,Lading and Inspection of Corn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,50
576,http://www.papyri.info/ddbdp/p.oxy;12;1421,p.oxy 12 1421,31741,Report of Public Physician;,Oxyrhynchos;,96 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,30
577,http://www.papyri.info/ddbdp/p.oxy;12;1424,p.oxy 12 1424,21830,Orders for Delivery of Wine;,Oxyrhynchos;,296 CE - 330 CE;," grc, grc;",None;,None;,no,has marked tremas,,31
578,http://www.papyri.info/ddbdp/p.oxy;12;1426,p.oxy 12 1426,21832,Letter to an ἀρχιπροφήτης;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,32
715,http://www.papyri.info/ddbdp/p.oxy;12;1429,p.oxy 12 1429,21833,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,4
739,http://www.papyri.info/ddbdp/p.oxy;12;1430,p.oxy 12 1430,21834,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
156,http://www.papyri.info/ddbdp/p.oxy;12;1463,p.oxy 12 1463,21865,Dispute Concerning Property;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,51
157,http://www.papyri.info/ddbdp/p.oxy;12;1467,p.oxy 12 1467,21868,Complaint of a Pilot;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,52
758,http://www.papyri.info/ddbdp/p.oxy;12;1469,p.oxy 12 1469,21870,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
579,http://www.papyri.info/ddbdp/p.oxy;12;1470,p.oxy 12 1470,21871,Sale of Taxes;,Oxyrhynchos;,66 CE - 70 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,33
689,http://www.papyri.info/ddbdp/p.oxy;12;1481,p.oxy 12 1481,28993,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,6
158,http://www.papyri.info/ddbdp/p.oxy;12;1482,p.oxy 12 1482,28994,Order for Payment of Wheat;,Oxyrhynchos;,179 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,53
580,http://www.papyri.info/ddbdp/p.oxy;12;1483,p.oxy 12 1483,28995,Land Distribution;,Oxyrhynchos;,95 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,34
581,http://www.papyri.info/ddbdp/p.oxy;12;1488,p.oxy 12 1488,28998,Land Distribution;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,35
690,http://www.papyri.info/ddbdp/p.oxy;12;1489,p.oxy 12 1489,31746,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
710,http://www.papyri.info/ddbdp/p.oxy;12;1490,p.oxy 12 1490,31747,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
691,http://www.papyri.info/ddbdp/p.oxy;12;1491,p.oxy 12 1491,33648,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,has marked tremas,,8
692,http://www.papyri.info/ddbdp/p.oxy;12;1492,p.oxy 12 1492,31748,Letter of Fishermen to a Strategus;,Oxyrhynchos;,128 CE - 131 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,9
693,http://www.papyri.info/ddbdp/p.oxy;12;1493,p.oxy 12 1493,31749,Plainte au sujet d’une ruade;,Oxyrhynchos;,59 CE;," grc, grc;",None;,None;,no,has marked tremas,,10
582,http://www.papyri.info/ddbdp/p.oxy;12;1494,p.oxy 12 1494,33649,Land Distribution;,Oxyrhynchos;,83 CE - 88 CE;," grc, grc;",None;,None;,no,has marked tremas,,36
159,http://www.papyri.info/ddbdp/p.oxy;12;1511,p.oxy 12 1511,21887,Revocation of a Will;,Oxyrhynchos;,123 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,54
583,http://www.papyri.info/ddbdp/p.oxy;12;1514,p.oxy 12 1514,21888,Emancipation of a Slave;,Oxyrhynchos;,86 CE;," grc, grc;",None;,None;,no,no editorial tremas,,37
160,http://www.papyri.info/ddbdp/p.oxy;12;1570,p.oxy 12 1570,21933,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,55
161,http://www.papyri.info/ddbdp/p.oxy;12;1574,p.oxy 12 1574,21937,Letter Concerning Property in Pawn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,56
162,http://www.papyri.info/ddbdp/p.oxy;12;1576,p.oxy 12 1576,31763,Letter of Consolation;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,57
584,http://www.papyri.info/ddbdp/p.oxy;12;1581,p.oxy 12 1581,29006,Emancipation of a Slave;,Oxyrhynchos;,100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,38
585,http://www.papyri.info/ddbdp/p.oxy;12;1582,p.oxy 12 1582,29007,Report of a Public Physician;,Oxyrhynchos;,173 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,39
586,http://www.papyri.info/ddbdp/p.oxy;12;1583,p.oxy 12 1583,29008,Repair of Public Buildings;,Oxyrhynchos;,201 CE;," grc, grc;",None;,None;,no,has marked tremas,,40
763,http://www.papyri.info/ddbdp/p.oxy;12;1584,p.oxy 12 1584,29009,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
587,http://www.papyri.info/ddbdp/p.oxy;12;1585,p.oxy 12 1585,29010,Embellishment of a New Street;,Oxyrhynchos;,283 CE;," grc, grc;",None;,None;,no,has marked tremas,,41
588,http://www.papyri.info/ddbdp/p.oxy;12;1586,p.oxy 12 1586,31768,Appointment of a Guardian;,Oxyrhynchos;,203 CE;," grc, grc;",None;,Print;,no,has marked tremas,,42
589,http://www.papyri.info/ddbdp/p.oxy;12;1587,p.oxy 12 1587,31769,Peculation by a Treasury Official;,Oxyrhynchos;,195 CE - 196 CE;," grc, grc;",None;,None;,no,has marked tremas,,43
590,http://www.papyri.info/ddbdp/p.oxy;12;1588,p.oxy 12 1588,31770,Appointment of Treasury Officials;,Oxyrhynchos;,288 CE;," grc, grc;",None;,None;,no,no editorial tremas,,44
591,http://www.papyri.info/ddbdp/p.oxy;12;1592,p.oxy 12 1592,31771,Appointment of a Delegate;,Oxyrhynchos;,292 CE;," grc, grc;",None;,None;,no,has marked tremas,,45
163,http://www.papyri.info/ddbdp/p.oxy;14;1642,p.oxy 14 1642,21952,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,has marked tremas,,58
