index,PN_URL,edprinc,TM_ID,PN_title,provenance,daterange,language,translation,image,multiple_TMs,trema_status,,batch_order
238,http://www.papyri.info/ddbdp/p.oxy;36;2787,p.oxy 36 2787,26871,Notice to the Agoranomus;,Oxyrhynchos;,81 CE - 96 CE;," grc, grc;",None;,None;,no,no editorial tremas,,133
239,http://www.papyri.info/ddbdp/p.oxy;36;2788,p.oxy 36 2788,30387,"Petition to a Strategus, etc.;",Oxyrhynchos;,253 CE;," grc, grc;",None;,None;,no,no editorial tremas,,134
240,http://www.papyri.info/ddbdp/p.oxy;36;2789,p.oxy 36 2789,30388,Order for Vegetable - seed;,Oxyrhynchos;,293 CE;," grc, grc;",None;,None;,no,has marked tremas,,135
241,http://www.papyri.info/ddbdp/p.oxy;38;2838,p.oxy 38 2838,22227,Order for Purchases;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,136
242,http://www.papyri.info/ddbdp/p.oxy;38;2844,p.oxy 38 2844,25939,Letter of Theon;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,137
602,http://www.papyri.info/ddbdp/p.oxy;38;2851,p.oxy 38 2851,22238,Letter Concerning Property in Pawn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,56
243,http://www.papyri.info/ddbdp/p.oxy;38;2856,p.oxy 38 2856,22243,Letter of Anubion;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,138
603,http://www.papyri.info/ddbdp/p.oxy;38;2860,p.oxy 38 2860,29034,Letter of Consolation;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,57
604,http://www.papyri.info/ddbdp/p.oxy;38;2861,p.oxy 38 2861,29035,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,58
605,http://www.papyri.info/ddbdp/p.oxy;38;2862,p.oxy 38 2862,31832,Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,has marked tremas,,59
606,http://www.papyri.info/ddbdp/p.oxy;38;2863,p.oxy 38 2863,22247,Letter;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,60
607,http://www.papyri.info/ddbdp/p.oxy;38;2865,p.oxy 38 2865,22249,A Boy’s Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,61
608,http://www.papyri.info/ddbdp/p.oxy;38;2866,p.oxy 38 2866,22250,Two Letters;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,62
609,http://www.papyri.info/ddbdp/p.oxy;38;2867,p.oxy 38 2867,22251,Letter;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,63
610,http://www.papyri.info/ddbdp/p.oxy;38;2868,p.oxy 38 2868,22252,Petition of Dionysia to the Praefect;,Oxyrhynchos;,186 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,64
611,http://www.papyri.info/ddbdp/p.oxy;38;2869,p.oxy 38 2869,22253,Registration of a Sale;,Oxyrhynchos;,77 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,65
612,http://www.papyri.info/ddbdp/p.oxy;38;2870,p.oxy 38 2870,22254,Registration of a Mortgage;,Oxyrhynchos;,79 CE;," grc, grc;",None;,None;,no,no editorial tremas,,66
613,http://www.papyri.info/ddbdp/p.oxy;38;2877,p.oxy 38 2877,31835,Loan of Money;,Oxyrhynchos;,57 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,67
745,http://www.papyri.info/ddbdp/p.oxy;4;708,p.oxy 4 708,20408,Auskunftserteilung durch die βιβλιοφύλακες ἐγκτήσεων über das Vermögen eines Inquisiten;,Oxyrhynchos;,309 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,2
104,http://www.papyri.info/ddbdp/p.oxy;4;718,p.oxy 4 718,20417,Petition to the Epistrategus;,Oxyrhynchos;,179 CE - 181 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,103
105,http://www.papyri.info/ddbdp/p.oxy;4;801,p.oxy 4 801,20456,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
244,http://www.papyri.info/ddbdp/p.oxy;40;2898,p.oxy 40 2898,45211,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
245,http://www.papyri.info/ddbdp/p.oxy;40;2902,p.oxy 40 2902,45215,Edict of a Praefect Concerning Archives;,Oxyrhynchos;,127 CE;," grc, grc;",None;,None;,no,no editorial tremas,,1
246,http://www.papyri.info/ddbdp/p.oxy;40;2904,p.oxy 40 2904,45217,Auskunftserteilung durch die βιβλιοφύλακες ἐγκτήσεων über das Vermögen eines Inquisiten;,Oxyrhynchos;,309 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,2
247,http://www.papyri.info/ddbdp/p.oxy;40;2906coli,p.oxy 40 2906coli,16617,Notice of the Deaths of Slaves;,Oxyrhynchos;,78 CE - 79 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,3
773,http://papyri.info/ddbdp/p.oxy;40;2908,p.oxy 40 2908,16621,Declaration: application,Oxyrhynchos,270 CE - 271 CE,"grc, grc;",None;,http://163.1.169.40/cgi-bin/library?e=q-000-00---0POxy--00-0-0--0prompt-10---4----ded--0-1l--1-en-50---20-about-2908--00031-001-1-0utfZz-8-00&a=d&c=POxy&cl=search&d=HASH01917ed40ca9c892575f19b8,16622,has marked tremas,,2
748,http://www.papyri.info/ddbdp/p.oxy;40;2908,p.oxy 40 2908,16622,Official Confirmation of the Return of a Will;,Oxyrhynchos;,116 CE;," grc, grc;",None;,"Img (ext.), Print;",head,has marked tremas,,5
248,http://www.papyri.info/ddbdp/p.oxy;40;2909,p.oxy 40 2909,45222,Letter of Apion;,Oxyrhynchos;,196 CE - 198 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,4
249,http://www.papyri.info/ddbdp/p.oxy;40;2915,p.oxy 40 2915,45228,Official Confirmation of the Return of a Will;,Oxyrhynchos;,116 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,5
250,http://www.papyri.info/ddbdp/p.oxy;40;2916,p.oxy 40 2916,45229,Letter to a Tax - Farmer of the xenike praktoria;,Oxyrhynchos;,206 CE - 212 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,6
251,http://www.papyri.info/ddbdp/p.oxy;40;2918,p.oxy 40 2918,45231,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,7
252,http://www.papyri.info/ddbdp/p.oxy;40;2919,p.oxy 40 2919,45232,Invitation to the Kline of Sarapis;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,"Img, Img (ext.), Print;",no,no editorial tremas,,8
253,http://www.papyri.info/ddbdp/p.oxy;40;2925,p.oxy 40 2925,16642,Letter of Fishermen to a Strategus;,Oxyrhynchos;,128 CE - 131 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,9
254,http://www.papyri.info/ddbdp/p.oxy;40;2926,p.oxy 40 2926,24887,Plainte au sujet d’une ruade;,Oxyrhynchos;,59 CE;," grc, grc;",None;,None;,no,has marked tremas,,10
255,http://www.papyri.info/ddbdp/p.oxy;41;2956,p.oxy 41 2956,16519,Official correspondence;,Oxyrhynchos;,297 CE - 298 CE;," grc, grc;",None;,None;,no,has marked tremas,,11
256,http://www.papyri.info/ddbdp/p.oxy;41;2958,p.oxy 41 2958,16522,Miscellaneous papyri;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,12
257,http://www.papyri.info/ddbdp/p.oxy;41;2959,p.oxy 41 2959,16523,Inizio di documento ufficiale;,Oxyrhynchos;,72 CE - 73 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,13
258,http://www.papyri.info/ddbdp/p.oxy;41;2960,p.oxy 41 2960,16524,Petition an den Präfekten von Ägypten Flavius Philagrius;,Oxyrhynchos;,334 CE - 340 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,14
259,http://www.papyri.info/ddbdp/p.oxy;41;2976,p.oxy 41 2976,26859,Rechtfertigung eines Dammaufsehers gegenüber dem Idioslogos;,Oxyrhynchos;,148 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,15
260,http://www.papyri.info/ddbdp/p.oxy;41;2980,p.oxy 41 2980,26860,Anweisung an die Totengräber;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,16
261,http://www.papyri.info/ddbdp/p.oxy;41;2981,p.oxy 41 2981,26861,Gestellungsbürgschaft;,Oxyrhynchos;,173 CE - 174 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,17
262,http://www.papyri.info/ddbdp/p.oxy;41;2982,p.oxy 41 2982,26862,Copia (?) di un rapporto di episkepsis;,Oxyrhynchos;,159 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,18
263,http://www.papyri.info/ddbdp/p.oxy;41;2983,p.oxy 41 2983,26863,Richiesta di pagamento da parte della corporazione τῶν χαλκέων;,Oxyrhynchos;,283 CE - 292 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,19
264,http://www.papyri.info/ddbdp/p.oxy;41;2984,p.oxy 41 2984,26864,Letter of the Senate to the Strategus;,Oxyrhynchos;,310 CE - 311 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,20
265,http://www.papyri.info/ddbdp/p.oxy;41;2985,p.oxy 41 2985,26865,Registration of an Apprentice;,Oxyrhynchos;,58 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,21
266,http://www.papyri.info/ddbdp/p.oxy;41;2986,p.oxy 41 2986,26866,Registration of an Apprentice;,Oxyrhynchos;,62 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,22
267,http://www.papyri.info/ddbdp/p.oxy;41;2987,p.oxy 41 2987,16542,Official Letter;,Oxyrhynchos;,188 CE - 190 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,23
268,http://www.papyri.info/ddbdp/p.oxy;41;2992,p.oxy 41 2992,30381,Entwurf zu einer Eingabe (Neuedition von P.Mich. XI 616);,Oxyrhynchos;,181 CE - 183 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,24
269,http://www.papyri.info/ddbdp/p.oxy;41;2996,p.oxy 41 2996,26868,Fragment of official letter or petition;,Oxyrhynchos;,341 CE;," grc, grc;",None;,None;,no,has marked tremas,,25
270,http://www.papyri.info/ddbdp/p.oxy;42;3018,p.oxy 42 3018,30329,Lettera di Theone ad Heraclide;,Oxyrhynchos;,101 CE - 150 CE;," grc, grc;",None;,Print;,no,has marked tremas,,26
271,http://www.papyri.info/ddbdp/p.oxy;42;3024,p.oxy 42 3024,16423,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,27
272,http://www.papyri.info/ddbdp/p.oxy;42;3025,p.oxy 42 3025,16424,Letter of Recommendation;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,28
273,http://www.papyri.info/ddbdp/p.oxy;42;3027,p.oxy 42 3027,16426,Letter of the Strategus of Alexandria concerning Two Stolen Camels;,Oxyrhynchos;,138 CE - 161 CE;," grc, grc;",None;,None;,no,no editorial tremas,,29
274,http://www.papyri.info/ddbdp/p.oxy;42;3028,p.oxy 42 3028,16427,Report of Public Physician;,Oxyrhynchos;,96 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,30
275,http://www.papyri.info/ddbdp/p.oxy;42;3029,p.oxy 42 3029,16428,Orders for Delivery of Wine;,Oxyrhynchos;,296 CE - 330 CE;," grc, grc;",None;,None;,no,no editorial tremas,,31
276,http://www.papyri.info/ddbdp/p.oxy;42;3032,p.oxy 42 3032,16430,Letter to an ἀρχιπροφήτης;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,32
277,http://www.papyri.info/ddbdp/p.oxy;42;3035,p.oxy 42 3035,16434,Sale of Taxes;,Oxyrhynchos;,66 CE - 70 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,33
278,http://www.papyri.info/ddbdp/p.oxy;42;3050,p.oxy 42 3050,30330,Land Distribution;,Oxyrhynchos;,95 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,34
279,http://www.papyri.info/ddbdp/p.oxy;42;3055,p.oxy 42 3055,16450,Land Distribution;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,35
280,http://www.papyri.info/ddbdp/p.oxy;42;3056,p.oxy 42 3056,16451,Land Distribution;,Oxyrhynchos;,83 CE - 88 CE;," grc, grc;",None;,None;,no,no editorial tremas,,36
281,http://www.papyri.info/ddbdp/p.oxy;42;3058,p.oxy 42 3058,26810,Emancipation of a Slave;,Oxyrhynchos;,86 CE;," grc, grc;",None;,None;,no,no editorial tremas,,37
282,http://www.papyri.info/ddbdp/p.oxy;42;3059,p.oxy 42 3059,26811,Emancipation of a Slave;,Oxyrhynchos;,100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,38
283,http://www.papyri.info/ddbdp/p.oxy;42;3060,p.oxy 42 3060,26812,Report of a Public Physician;,Oxyrhynchos;,173 CE;," grc, grc;",None;,Print;,no,has marked tremas,,39
284,http://www.papyri.info/ddbdp/p.oxy;42;3063,p.oxy 42 3063,26813,Repair of Public Buildings;,Oxyrhynchos;,201 CE;," grc, grc;",None;,None;,no,no editorial tremas,,40
285,http://www.papyri.info/ddbdp/p.oxy;42;3064,p.oxy 42 3064,30331,Embellishment of a New Street;,Oxyrhynchos;,283 CE;," grc, grc;",None;,None;,no,has marked tremas,,41
286,http://www.papyri.info/ddbdp/p.oxy;42;3065,p.oxy 42 3065,30332,Appointment of a Guardian;,Oxyrhynchos;,203 CE;," grc, grc;",None;,Print;,no,has marked tremas,,42
287,http://www.papyri.info/ddbdp/p.oxy;42;3066,p.oxy 42 3066,30333,Peculation by a Treasury Official;,Oxyrhynchos;,195 CE - 196 CE;," grc, grc;",None;,None;,no,has marked tremas,,43
288,http://www.papyri.info/ddbdp/p.oxy;42;3067,p.oxy 42 3067,30334,Appointment of Treasury Officials;,Oxyrhynchos;,288 CE;," grc, grc;",None;,None;,no,has marked tremas,,44
289,http://www.papyri.info/ddbdp/p.oxy;42;3082,p.oxy 42 3082,30341,Appointment of a Delegate;,Oxyrhynchos;,292 CE;," grc, grc;",None;,None;,no,no editorial tremas,,45
290,http://www.papyri.info/ddbdp/p.oxy;42;3083,p.oxy 42 3083,30342,Commissariat;,Oxyrhynchos;,323 CE;," grc, grc;",None;,None;,no,no editorial tremas,,46
291,http://www.papyri.info/ddbdp/p.oxy;42;3084,p.oxy 42 3084,26816,Payment of a Fine;,Oxyrhynchos;,221 CE;," grc, grc;",None;,None;,no,no editorial tremas,,47
292,http://www.papyri.info/ddbdp/p.oxy;42;3085,p.oxy 42 3085,30343,Letter of a Centurion;,Oxyrhynchos;,222 CE;," grc, grc;",None;,None;,no,has marked tremas,,48
293,http://www.papyri.info/ddbdp/p.oxy;43;3088,p.oxy 43 3088,15968,Letter of a Centurion;,Oxyrhynchos;,242 CE - 246 CE;," grc, grc;",None;,None;,no,no editorial tremas,,49
294,http://www.papyri.info/ddbdp/p.oxy;43;3093,p.oxy 43 3093,15972,Lading and Inspection of Corn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,50
295,http://www.papyri.info/ddbdp/p.oxy;43;3094,p.oxy 43 3094,15973,Dispute Concerning Property;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,51
296,http://www.papyri.info/ddbdp/p.oxy;43;3102,p.oxy 43 3102,15981,Complaint of a Pilot;,Oxyrhynchos;,338 CE;," grc, grc;",None;,None;,no,has marked tremas,,52
297,http://www.papyri.info/ddbdp/p.oxy;43;3106,p.oxy 43 3106,65841,Order for Payment of Wheat;,Oxyrhynchos;,179 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,53
298,http://www.papyri.info/ddbdp/p.oxy;43;3112,p.oxy 43 3112,15990,Revocation of a Will;,Oxyrhynchos;,123 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,54
299,http://www.papyri.info/ddbdp/p.oxy;43;3118,p.oxy 43 3118,15997,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,55
300,http://www.papyri.info/ddbdp/p.oxy;43;3119,p.oxy 43 3119,15998,Letter Concerning Property in Pawn;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,56
301,http://www.papyri.info/ddbdp/p.oxy;43;3125,p.oxy 43 3125,16004,Letter of Consolation;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,57
302,http://www.papyri.info/ddbdp/p.oxy;43;3129,p.oxy 43 3129,16008,Letter;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,58
303,http://www.papyri.info/ddbdp/p.oxy;43;3131,p.oxy 43 3131,16009,Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,59
304,http://www.papyri.info/ddbdp/p.oxy;43;3133,p.oxy 43 3133,16011,Letter;,Oxyrhynchos;,276 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,60
305,http://www.papyri.info/ddbdp/p.oxy;44;3164,p.oxy 44 3164,15927,A Boy’s Letter;,Oxyrhynchos;,101 CE - 300 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,61
306,http://www.papyri.info/ddbdp/p.oxy;44;3173,p.oxy 44 3173,15937,Two Letters;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,62
737,http://www.papyri.info/ddbdp/p.oxy;44;3174r,p.oxy 44 3174r,15938,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
307,http://www.papyri.info/ddbdp/p.oxy;44;3174v,p.oxy 44 3174v,64189,Letter;,Oxyrhynchos;,201 CE - 300 CE;," grc, grc;",None;,None;,no,no editorial tremas,,63
308,http://www.papyri.info/ddbdp/p.oxy;44;3175,p.oxy 44 3175,15939,Petition of Dionysia to the Praefect;,Oxyrhynchos;,186 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,64
309,http://www.papyri.info/ddbdp/p.oxy;44;3176,p.oxy 44 3176,15940,Registration of a Sale;,Oxyrhynchos;,77 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,65
310,http://www.papyri.info/ddbdp/p.oxy;44;3182,p.oxy 44 3182,15946,Registration of a Mortgage;,Oxyrhynchos;,79 CE;," grc, grc;",None;,None;,no,has marked tremas,,66
779,http://www.papyri.info/ddbdp/p.oxy;44;3184,p.oxy 44 3184,15948,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",15949,has marked tremas,,8
766,http://www.papyri.info/ddbdp/p.oxy;44;3184,p.oxy 44 3184,15949,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",head,has marked tremas,,0
311,http://www.papyri.info/ddbdp/p.oxy;44;3185,p.oxy 44 3185,30213,Loan of Money;,Oxyrhynchos;,57 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,67
312,http://www.papyri.info/ddbdp/p.oxy;44;3188,p.oxy 44 3188,15951,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,68
313,http://www.papyri.info/ddbdp/p.oxy;44;3190,p.oxy 44 3190,30216,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,Print;,no,has marked tremas,,69
314,http://www.papyri.info/ddbdp/p.oxy;44;3191,p.oxy 44 3191,15952,Letter Concerning a Property Return;,Oxyrhynchos;,54 CE;," grc, grc;",None;,"Img, Img (ext.);",no,has marked tremas,,70
315,http://www.papyri.info/ddbdp/p.oxy;44;3193,p.oxy 44 3193,15954,Letter Concerning a Mouse - Catcher;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,71
709,http://www.papyri.info/ddbdp/p.oxy;44;3194,p.oxy 44 3194,15955,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
316,http://www.papyri.info/ddbdp/p.oxy;44;3199,p.oxy 44 3199,26699,Letter to a Relative;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,72
317,http://www.papyri.info/ddbdp/p.oxy;44;3202,p.oxy 44 3202,30218,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,73
318,http://www.papyri.info/ddbdp/p.oxy;45;3240,p.oxy 45 3240,15906,keiner;,Oxyrhynchos;,77 CE - 83 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,74
319,http://www.papyri.info/ddbdp/p.oxy;45;3245,p.oxy 45 3245,15910,Order to the Agoranomos to Register the Sale of a Slave;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,75
760,http://www.papyri.info/ddbdp/p.oxy;45;3264,p.oxy 45 3264,15846,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,0
320,http://www.papyri.info/ddbdp/p.oxy;46;3291,p.oxy 46 3291,15756,keiner;,Oxyrhynchos;,89 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,76
321,http://www.papyri.info/ddbdp/p.oxy;46;3292,p.oxy 46 3292,15757,keiner;,Oxyrhynchos;,81 CE - 83 CE;," grc, grc;",None;,Print;,no,no editorial tremas,,77
322,http://www.papyri.info/ddbdp/p.oxy;46;3293,p.oxy 46 3293,15758,keiner;,Oxyrhynchos;,99 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,78
323,http://www.papyri.info/ddbdp/p.oxy;46;3296,p.oxy 46 3296,15761,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,Print;,no,has marked tremas,,79
324,http://www.papyri.info/ddbdp/p.oxy;46;3297,p.oxy 46 3297,15762,keiner;,Oxyrhynchos;,100 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,80
325,http://www.papyri.info/ddbdp/p.oxy;46;3302,p.oxy 46 3302,15764,keiner;,Oxyrhynchos;,95 CE - 100 CE;," grc, grc;",None;,None;,no,has marked tremas,,81
326,http://www.papyri.info/ddbdp/p.oxy;46;3305,p.oxy 46 3305,15767,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,82
327,http://www.papyri.info/ddbdp/p.oxy;46;3306,p.oxy 46 3306,15768,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,83
328,http://www.papyri.info/ddbdp/p.oxy;46;3312,p.oxy 46 3312,26645,keiner;,Oxyrhynchos;,76 CE - 100 CE;," grc, grc;",None;,None;,no,no editorial tremas,,84
329,http://www.papyri.info/ddbdp/p.oxy;46;3313,p.oxy 46 3313,26646,Circular to Officials;,Oxyrhynchos;,184 CE - 216 CE;," grc, grc;",None;,None;,no,has marked tremas,,85
330,http://www.papyri.info/ddbdp/p.oxy;47;3339,p.oxy 47 3339,22452,Application for Leave to Mortgage;,Oxyrhynchos;,108 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,86
331,http://www.papyri.info/ddbdp/p.oxy;47;3341,p.oxy 47 3341,22454,Notification to the Strategus;,Oxyrhynchos;,178 CE;," grc, grc;",None;,None;,no,has marked tremas,,87
614,http://www.papyri.info/ddbdp/p.oxy;47;3342,p.oxy 47 3342,22455,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,"Img (ext.), Print;",no,no editorial tremas,,68
332,http://www.papyri.info/ddbdp/p.oxy;47;3343,p.oxy 47 3343,22456,Petition to the Epistrategus;,Oxyrhynchos;,156 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,88
615,http://www.papyri.info/ddbdp/p.oxy;47;3345,p.oxy 47 3345,22460,Extortion by a Tax - Collector;,Oxyrhynchos;,50 CE;," grc, grc;",None;,Print;,no,has marked tremas,,69
734,http://www.papyri.info/ddbdp/p.oxy;47;3346,p.oxy 47 3346,22461,"Eingabe, betreffend ein vor dem Archidikastes anhängiges Verfahren;",Oxyrhynchos;,266 CE;," grc, grc;",None;,"Img (ext.), Print;",no,has marked tremas,,0
333,http://www.papyri.info/ddbdp/p.oxy;47;3348,p.oxy 47 3348,22463,Order for Payment in Kind;,Oxyrhynchos;,160 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,89
616,http://www.papyri.info/ddbdp/p.oxy;47;3349,p.oxy 47 3349,22464,Letter Concerning a Property Return;,Oxyrhynchos;,54 CE;," grc, grc;",None;,"Img, Img (ext.);",no,no editorial tremas,,70
334,http://www.papyri.info/ddbdp/p.oxy;47;3356,p.oxy 47 3356,22470,Invitation to Dinner;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,90
335,http://www.papyri.info/ddbdp/p.oxy;47;3357,p.oxy 47 3357,25948,Letter of Cyrillus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,91
336,http://www.papyri.info/ddbdp/p.oxy;47;3364,p.oxy 47 3364,22475,Letter of Hatres;,Oxyrhynchos;,101 CE - 225 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,92
337,http://www.papyri.info/ddbdp/p.oxy;47;3365,p.oxy 47 3365,22476,Letter of Serenus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,has marked tremas,,93
338,http://www.papyri.info/ddbdp/p.oxy;47;3366,p.oxy 47 3366,20885,Letter to Athenarus;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,has marked tremas,,94
339,"http://www.papyri.info/ddbdp/p.oxy;47;3367,r,1",p.oxy 47 3367,20889,Letter of Dionysius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,None;,no,no editorial tremas,,95
340,http://www.papyri.info/ddbdp/p.oxy;48;3385,p.oxy 48 3385,22481,Letter of Cornelius;,Oxyrhynchos;,101 CE - 200 CE;," grc, grc;",None;,Img (ext.);,no,no editorial tremas,,96
